Symbol,Side,CxL,Qty,Price,Bid,Ask,StartDate,EndDate,TradeID,Time,Exkbr,TradeCommType,SourceComission,AccountType,OrderID,GTL,TrailerInfo,Clr
CERS,SS,NEW,100,2.365000,2.360000,2.370000,06/14/17,06/19/17,1706149900003909672,10:24:04,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900003910892,10:24:11,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.365000,2.360000,2.370000,06/14/17,06/19/17,1706149900003930540,10:25:59,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.365000,2.360000,2.370000,06/14/17,06/19/17,1706149900003939982,10:27:02,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900003939993,10:27:02,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.365000,2.360000,2.370000,06/14/17,06/19/17,1706149900003939995,10:27:02,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900003939998,10:27:02,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.3600008543,2.360000,2.370000,06/14/17,06/19/17,1706149900003944321,10:27:31,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900003960876,10:29:30,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900003969012,10:30:00,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,200,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004010998,10:33:07,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,200,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004011008,10:33:07,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004011010,10:33:07,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004016697,10:33:32,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004049583,10:36:07,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004064327,10:37:35,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004109761,10:41:37,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004129108,10:43:07,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004150153,10:45:00,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.3600008543,2.360000,2.370000,06/14/17,06/19/17,1706149900004150161,10:45:00,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004157527,10:45:37,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004166779,10:46:20,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004179141,10:47:09,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004179188,10:47:09,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004210527,10:49:54,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.365000,2.360000,2.370000,06/14/17,06/19/17,1706149900004218921,10:50:45,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004221916,10:51:02,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004244663,10:53:50,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,300,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004259293,10:55:38,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004259305,10:55:38,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004259310,10:55:38,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.3600008543,2.360000,2.370000,06/14/17,06/19/17,1706149900004259314,10:55:38,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004259318,10:55:38,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.365000,2.360000,2.370000,06/14/17,06/19/17,1706149900004259334,10:55:38,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004261525,10:55:45,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,300,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004264219,10:55:56,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,300,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004264232,10:55:56,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004264238,10:55:56,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004264241,10:55:56,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.360000,2.360000,2.370000,06/14/17,06/19/17,1706149900004264245,10:55:56,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,200,2.350000,2.360000,2.370000,06/14/17,06/19/17,1706149900004264248,10:55:56,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.360000,2.370000,06/14/17,06/19/17,1706149900004264269,10:55:56,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,200,2.350000,2.360000,2.370000,06/14/17,06/19/17,1706149900004264273,10:55:56,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.3500008543,2.360000,2.370000,06/14/17,06/19/17,1706149900004264275,10:55:56,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,1,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004264364,10:55:57,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,199,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004264376,10:55:57,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004264378,10:55:57,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,200,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004264382,10:55:57,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004265085,10:55:59,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271744,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271752,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271764,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271770,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271775,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271779,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.3500008543,2.350000,2.360000,06/14/17,06/19/17,1706149900004271792,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271805,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,200,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271811,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,21,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271815,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,79,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271819,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271824,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271843,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271845,10:56:34,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004271857,10:56:35,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004272010,10:56:36,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004272021,10:56:36,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,202,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004272023,10:56:36,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,98,2.3500008543,2.350000,2.360000,06/14/17,06/19/17,1706149900004272027,10:56:36,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,74,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004272189,10:56:36,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,26,2.350000,2.350000,2.360000,06/14/17,06/19/17,1706149900004272197,10:56:36,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.340000,2.350000,06/14/17,06/19/17,1706149900004448173,11:15:36,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
CERS,SS,NEW,100,2.350000,2.340000,2.350000,06/14/17,06/19/17,1706149900004469512,11:18:20,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003854300,#STA=CERS
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004478768,11:19:19,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004479419,11:19:23,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004479448,11:19:23,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,700,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004479451,11:19:23,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004479455,11:19:23,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004479635,11:19:25,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480073,11:19:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.2100004736,8.210000,8.220000,06/14/17,06/19/17,1706149900004480085,11:19:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480094,11:19:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,400,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480100,11:19:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480108,11:19:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480115,11:19:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,300,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480121,11:19:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,200,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480159,11:19:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480297,11:19:29,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,300,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480306,11:19:29,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480315,11:19:29,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,200,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480324,11:19:29,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480327,11:19:29,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.2100004736,8.210000,8.220000,06/14/17,06/19/17,1706149900004480331,11:19:29,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480336,11:19:29,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,200,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480365,11:19:29,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480367,11:19:29,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480413,11:19:30,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004480550,11:19:31,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004481117,11:19:34,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,300,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004481126,11:19:34,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004481137,11:19:34,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004481144,11:19:34,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,200,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004481150,11:19:34,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004481154,11:19:34,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.2100004736,8.210000,8.220000,06/14/17,06/19/17,1706149900004481159,11:19:34,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004481175,11:19:34,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,200,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004481177,11:19:34,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004481337,11:19:35,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004481907,11:19:39,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004481915,11:19:39,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004482621,11:19:46,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004482634,11:19:46,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004482642,11:19:46,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14/17,06/19/17,1706149900004482645,11:19:46,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,200,8.200000,8.210000,8.220000,06/14/17,06/19/17,1706149900004482650,11:19:46,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
S,SS,NEW,500,8.200000,8.210000,8.220000,06/14/17,06/19/17,1706149900004482658,11:19:46,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004473640,#STA=MSCO
